Shop Name,Owner,location,Description,Review,Sales,Item Types,Reviews
IndianMulberry,Swapna Aurora,N/A,"Resin Art
                                ",0,0,[],[]
IndiAnnaJewelry,Lindsey,"Indiana, United States","Handmade resin jewelry and accessories
                                ",5,154,[],"[['pamlech', '5', 'Perfect for what I needed.  Our school is the panthers and these are great!'], ['Jennifer', '5', 'Wear very well. The candy is bright and vibrant. Well made. Thank you'], ['Sheryl', '5', 'Love the keychain! Communication was excellent! Highly recommend!'], ['Clarisse', '5', 'Absolutely love them!! Perfect size for my daughter.'], ['INARCIDYE ASTRAIL', '5', 'very nice ! thank you'], ['Scott', '5', 'Great kind communication and the necklace was exactly as shown.  Thank you.'], ['Honey', '5', 'I ordered 3 different pairs of star earrings from IndiAnnaJewelry and was given above and beyond excellent customer service. I had some questions regarding glitter colors and had quick and helpful responses. Would definitely buy from this seller again.'], ['Honey', '5', 'So cute and funky! I love it.'], ['Jamie', '5', 'Adorable cat necklace! Wonderful gift!'], ['Jamie', '5', 'Beautiful flower pendant! Great gift!']]"
IndiannaTheLabel,Anna,"Thessaloniki, Greece","Jewelry/Accessories for the bohemian and gypsy souls!
                                ",5,537,[],"[['Nancy', '5', 'This is a beautiful shell necklace that i saw and had to have. it is not just your everyday run of the mill necklace.The long length makes it classy, gorgeous and fun at the same time. The seller was very patient and friendly. She even gifted me with a pair of matching earrings. i will wear in spring summer and into the start of fall.'], ['aedinka', '5', 'A present for my sister and she loves it. Transaction and processing very efficient and speedy. Will use again. Many thanks,'], ['Christina', '5', ""Everything's perfect - thank you very much !""], ['Christina', '5', ""Everything's perfect - thank you very much !""], ['Christina', '5', ""Everything's perfect - thank you very much !""], ['Christina', '5', ""Everything's perfect - thank you very much !""], ['amalinka', '5', 'A wonderful bracelet, beautifully packed, great service. Thank you!'], ['Christine Bradley', '4', 'l love my bangle.  Will buy from you again soon.'], ['amalinka', '5', 'Thank you for the treasures!'], ['amalinka', '5', 'Very beautiful piece, lovely packed and shipped fast. Thank you!']]"
Indiannationsvintage,Dr. Bill Long,"Louisiana, United States","Southwestern vintage and antique items
                                ",4.7,169,['Christmas'],"[['Rosemary', '5', 'Even more amazing in person!  Beautiful and full of character as only the old ones can be.  Anguished over whether to polish but gave in and cleaned the stones and now it gleams with brightened colors.  Appreciate the great customer service with questions, quick ship and nice packaging.  Highly recommend very caring seller!'], ['Kim', '5', 'Bought these to replace earrings my son had bought me that I lost one of. Now I can have a matching earring and necklace set.'], ['yodie2016', '5', 'It was much better than the photo. Love it.'], ['jay', '5', ""i love it, can't wait to where it with honer  because vintage navajo is like whirring a peace of nature its self it connects us to where we came from and connects to the past it connects to the earth and thats cool.""], ['jay', '5', ""i love this item, but sadly i did not get it when i had thought i had, because it very much looks like my grandmothers missing pendent and i was hopping to buy it but when i did someone els had the same idea and there it goes once again out of my reach, but I'm looking to find something els new and old at the sam time.""], ['Rosemary', '5', 'Really admired this piece but the seller messaged that it could no longer be found so he immediately refunded my payment with a very nice note.  5 stars for excellent customer service. So sorry to have missed having this lovely Hopi bracelet though!'], ['Kit', '5', 'Such a great unusual bracelet, shipped super fast. Thank you so much!'], ['Jeannette E Peyton', '5', 'This gift was a success! Thank you so much!'], ['lputoto', '5', 'This vintage ring was even better in person and this transaction was filled with ease.Ty!!'], ['Lara', '5', 'Beautiful necklace and amazing customer service with fast shipping!']]"
IndianNatural,Essential Oil,N/A,"AllNaturalIndain
                                ",0,0,[],[]
IndianNaturalGem,Aman,"Jaipur, Rajasthan","Natural Diamond and Gemstone Beads Supplier
                                ",4.7201,1382,"['On sale', 'Diamond Beads', 'Uncut Diamond', 'Wholesale Beads', 'Rose Cut Diamond', 'BUY 1 GET 1 FREE', 'Necklace', 'Bracelet / Anklet']","[['Eric', '5', 'DO NOT hesitate to buy it! It’s the real deal! I’ve received soo many compliments on how great it looks! It really does look like the necklaces the Astros used back in our 2017 World Series 🏆'], ['claudio', '5', ""Wonderful colors!!! Yellow sapphires are shining  even if are little....I'm very satisfied with my purchase!!""], ['Geo', '5', 'Best place to buy your jewellery. Great customer service high quality for good prices A++++ seller'], ['Robyn', '5', 'beautiful blue color. like a Caribbean ocean out of a painting.  fits great. no extra links for adjustment so measure your ankle or wrist. love this piece. very happy'], ['Lauren', '5', ""Beautiful little anklet- it's simple and colorful, the opal looks amazing in the sun!""], ['Bharathi', '5', 'It was a lovely piece of necklace....very beautiful...'], ['Danielle', '4', ""Necklace and bracelet is nice, but the bracelet is a bit small; it's not exactly at 6 inches so it's tad bit small.  I'll have to purchase the 7 inches instead next time.""], ['Trolleyanna', '5', 'So pretty and good quality. I underestimated the best length and would buy a longer version next time. Measure a necklace that’s the perfect length and use that to guide you.'], ['Justyna', '5', ""Beautiful green diamonds. Fast delivery. I'm very pleased with my purchase. Thank you. :)""], ['Julie', '5', 'Absolutely love ❤️ my watermelon tourmaline bracelet. It is lovely quality, very dainty and stylish. Excellent seller and fast delivery. Highly recommend.']]"
Indiannauticalart,Avanya,India,"This is Handmade,Antique,Vintage,Home Decor & Gift Shop
                                ",4.4524,651,"['Telescope & Binocular', 'Wooden Game', 'Shoe Horn', 'Ship Wheel', 'Astrolabe', 'Ship Bell', 'Lantern Lamp', 'Desk Bell', 'Other', 'Bookends', 'Balance Scale', 'Porthole Frame & Mirror', 'Keychain', 'Door Knocker & Stopers', 'Walking Stick', 'Armour Helmets & Jeckets', 'Search Floor Light/Shade', 'Magnifying Glass', 'Clock']","[['Veronica', '5', 'Super fast shipping. Item came as described.'], ['guy12345', '5', 'Great clock, very sturdy and impressive'], ['sheila', '5', 'the nautical sextant i ordered arrived well packaged and therefore undamaged. it is lovely, exactly as i had hoped and it met my expectations'], ['Chelsea', '5', 'My friend absolutely loved this tasteful piece! Item matched description and exceeded expectations.'], ['Kelly', '5', ""It's exactly what I ordered! But it Looks even better in person.""], ['Jacob', '4', ""It's a cool helmet.  Looks neat on my armour rack.""], ['tdiceman', '4', 'Overall nice item, world clock print is incredibly small but other than that no complaints.'], ['rhona86may', '5', 'Absolutely gorgeous bell with a beautiful sound. It came all the way to Australia really quickly! My little classroom friends LOVE it and so do I! Thank you!'], ['Michelle', '5', 'Exactly as pictured.  Beautiful piece'], ['Angelo', '5', 'Looks amazing, great piece to along with any nautical theme room']]"
IndianNauticalPlaza,IndianNauticalPlaza,India,"A shop of Brass Nautical Item & Medieval, Viking Helmet
                                ",4.5618,767,"['On sale', 'Wooden Viking Shield', 'Captain America Shields', 'Walking Sticks', 'Medieval Helmet', 'Medieval Sca Larp Shield', 'Forged Cutlery', 'Suit of Body Armor', 'Maritime Compass', 'Nautical Decor', 'Maritime Telescopes', 'Diving Divers Helmets', 'Brass Key chains', 'Gauntlet ( Gloves )']","[['Alter Vayne', '5', 'Article of very good quality. Received quickly.'], ['Sign in with Apple user', '5', 'Store was very helpful on helping me to get this cane'], ['william', '5', 'excellent quality, they cut cane to my height, fast delivery, outstanding customer service'], ['Yj', '5', 'Good quality, shipping was much faster than expected.'], ['Nikolay', '5', 'Everything about it matches the offer. This shop was a great find. The wood is sturdy and smooth and the pieces fit perfectly.  10/10 design and material.'], ['Michael', '5', 'Love it. Thank you very much!'], ['Mary', '5', 'Fast shipping, seemed to be packed well to prevent breakage although I have not checked all yet.  The ones I have checked are good.  Thanks!'], ['Lance', '4', 'Top is a bit uncomfortable to grab onto.'], ['Sara', '5', 'My helmet arrived. ITS ABSOLUTELY BEAUTIFUL!!!\nThe quality os amazing. Very legitimate work. It even came witha stand. Thank you again!!'], ['Manford', '5', 'Dear Merchant ,\nI received my package today. \nThe cutlery whom you hand made is like a dream come true. \nI have waited over two years to order them from you.\nI am very pleased with you metal work and have endless thank yous for you .\nBut I must ask ... is it okay to use them for breakfast , lunch and dinner ?\nAgain I thank you .\nManford Reed']]"
indiannieart,Anne Handberry,"California, United States","Describing the world with my original artwork!
                                ",0,0,[],[]
IndiannieDesigns,Annie Wills,"Texas, United States","Sassy Jewels and Earrings Just for Fun! Bumblebee Rings
                                ",0,0,[],[]
IndianNutsSpices,Itisha Nav Khandelwal,"Jaipur, Rajasthan","Premium Quality Nuts and Spices Choice of every person.
                                ",3.5714,98,[],"[['Tatyana', '3', 'Shipping took well over a month, the bags with raisins were all ripped (all three of them) inside the box, and turns out, the raisins have seeds! I wish it would’ve been mentioned in the description :(.'], ['Bsj', '5', 'Excellent quality  I like this item'], ['Namarta', '5', 'It was very good we enjoyed it'], ['Darla Miloszewski', '1', 'Takes to long to receive and then my bird got sick after I gave her one?'], ['marjorie', '5', 'thanks for the rasins  the taste is remarkable  and it arrived november 27 thank again  marjorie screechfield'], ['Darla Miloszewski', '5', 'My Cockatoo Airie, loves these nuts.  Thanks!'], ['Yogesh', '1', 'Does not taste good.  I know how good one taste.  It was not useful for us to use in sweet.  Seems old stock.'], ['lboop', '5', 'Looking forward to trying them - thanks.'], ['Khaled Alshahod', '1', ""I didn't receive my order .dat iş very very bad............From December 15th I have been shaking it.""], ['Donna', '5', 'N/A']]"
IndianOceanImports,Indian Ocean Export Import,"Vancouver, Canada","Indian Ocean Imports
                                ",4.5952,255,['Copper'],"[['praveenasrini', '4', 'Customer service was excellent. The first one was broken despite good packaging. I sent pictures and they sent out one immediately. This time it was in good condition .very happy with the purchase.thank you!!'], ['Xavier', '5', 'Great serving bowl'], ['Lalitha K V', '5', 'Fantastic product.  Met every expectation.'], ['Harminder', '5', 'Great Service and good quality'], ['Jasdeep', '5', 'Great customer service. The first time I received a cracked cooker . And immediately they shipped me a second one with so much care . Will definitely recommend this shop .'], ['Preeti DAS', '5', 'First pot that I received was damaged. But I must say, excellent hassle free customer service. They sent the replacement second one very soon. Very happy and satisfied with the excellent customer service experience.'], ['Xavier', '5', 'Great for meals for two!'], ['Xavier', '5', 'Great for small meals'], ['Abhijeet', '5', 'Loved it! Amazing quality. Definitely recommend.'], ['Lalitha K V', '5', 'This is the second pot of this kind.  It is made well and I use it every day.']]"
IndianOceanLoveShop,Cherene,"Edinburgh, United Kingdom","Personalised Gift Boxes and Home Fragrances
                                ",4.96,309,"['Pamper Gift Box', 'Bath Milk', 'Teacher', 'Shower Steamers', 'New Parent / Baby Shower', 'Soaps', 'Scrapbooks /Photo Albums', 'Wedding Guest Books', 'Earring Gifts']","[['Megan-Rose', '5', 'Cannot recommended enough! Great attention to detail, and good value! Lovely little gift 💝'], ['Sophie', '5', 'This is the perfect little gift! Delivery was very quick and great communication from seller! - Will definitely be buying more products in the future. Thank you! 🤗'], ['Jenny', '5', 'Lovely gift. Recipient was delighted. Thanks.'], ['Emma', '5', 'Love them! Great gift and will purchase again xx'], ['Emma', '5', 'Love them! Great gift and will purchase again xx'], ['Tina', '5', 'Lovely candle bought as a gift. Seller communication excellent, thank you!'], ['clairechiz1', '5', 'Great seller and good quality product.'], ['Roxy', '5', 'Lovely looking candle which smells amazing. Great service from seller.'], ['Claire', '5', 'Beautiful, recipient loved the gift. As expected.'], ['cathtingle1', '5', 'Lovely packaging! Beautiful scent! Very pleased with this item.']]"
IndianolaGlass,Rachel Hall,N/A,"Indianola Glass Creations
                                ",0,0,[],[]
IndianolaLabs,Jared MacKenzie,"Washington, United States","Indianola Labs
                                ",0,0,[],[]
indianolasupply,Indianola Supply Co,"Ohio, United States","Graphic Tees and Streetwear
                                ",0,0,[],[]
IndianOldTurtle,OldTurtle,"California, United States","Canvas Art Prints
                                ",5,34,"['Amrita Shergill', 'Raja Ravi Varma', 'Edwin Lord Weeks', 'M.F. Husain', 'Religion', 'Jamini Roy', 'Warli Art', 'B. Prabha']","[['Vasudha Khanapur Tavag', '5', 'It looks very much like the original. Great print quality !'], ['Nareen', '5', 'Quality of the digital download was great, loved the way it turned out when I got it printed!']]"
IndianOrientalRugs,Imran,N/A,"LETS MAKE SOMTHING DIFFERENT TOGETHER.
                                ",4.9508,1044,"['On sale', 'Tibetan Tiger', 'KIDS STAR RUGS', 'KIDSROOM HEART RUG', 'Pearl Dot Rug', 'Ballard Design', 'UNIQUE RUGS', 'MORRIS RUG', 'Moroccan HandKnotted Rug', 'C&B Rugs', 'Flat Woven Chunky Rugs', 'JUTE RUG', 'MODERN RUG', 'kids rug']","[['Terri', '5', 'Met expectations and arrived quickly'], ['Kinzie', '5', 'So high quality!! Absolutely love it!'], ['Marjorie Mandels', '5', 'I just received my tiger rug and it is beyond beautiful.  The colors are as vibrant, or even more, than as shown in the photo and the rug is thick and of excellent quality.  Item came expertly packaged and in perfect condition.  Delivery was very quick and vendor most communicative when I had to make a correction in my address. I would highly recommend this seller for this unique item.'], ['Richard', '5', 'I love the rug! The quality is great and colors are vibrant like the image. I received so many compliments from friends when they see it. Would definitely come back for another item!'], ['Grace', '5', 'This rug is perfect!! It exceeds my expectations. I literally smile every time I walk in living room now. It is soft and plushy to walk on and the colors are beautiful. Imran kept me updated throughout the process and was very kind and helpful.'], ['Lauren', '5', 'Excellent quality and service. Would definitely recommend'], ['Sara', '5', ""It's a beautifully made rug, looks fantastic and is just what I wanted!""], ['Holly', '5', 'Absolutely beautiful rug. Plush, soft and vibrant. It took a while to dispatch but it was worth the wait. Really happy with this rug.'], ['Mandy', '5', 'So happy with this rug. I had been looking everywhere for a black and white rug and this one was the perfect design.  It came relatively quickly, and is just beautiful. The quality is exceptional. Just trying to keep the cat away from it now!'], ['Katharine', '5', ""Rug is beautiful, it's exactly like the picture and I am so happy with it!""]]"
IndianOutfitter,Amit Singhal,"Jaipur, Rajasthan","We works with hands, head and heart to Create Craft.
                                ",5,136,"['Tapestry Queen', 'Tapestry Twin', 'Curtains', 'Sarongs', 'Duvet Cover King', 'Kantha Quilts', 'Cushion Cover 16X16 Inch', 'Round Tapestry', 'Pajama Set for women', 'Block Print Bed Sheet', 'SKIRTS', 'Indian Maxi Dress Cotton', 'Yoga Mat Bag', 'Table Cover/Cloth', 'Shibori Bedsheets']","[['spider', '5', ""Lovely. It looks just like the picture. As someone who's weight is constantly fluctuating, the style is exactly what I was looking for. And it arrived much sooner than I expected. Looking forward to wearing it out.""], ['debbie', '5', 'Extremely fast shipping. Love it'], ['Gilda', '5', 'I am in love with these girls ... super fast shipping and a product that exceeds my expectations, incredibly wonderful. I have no words, I was pleasantly surprised and it is one of my favorite stores. love, love, love💕💕💕'], ['Gilda', '5', 'All perfect!! Very very fast shipping and the item is beautiful, Amit very kind and attentive to solve all questions. Very happy with everything 💕'], ['Aliyah', '5', 'Beautiful I love it !'], ['Page', '5', 'Beautiful!! Exactly like the picture. I love it.'], ['AnnJebaratnam', '5', 'The product arrived fast and it fits the cushion well. I’m happy with the quality and wished I bought more.'], ['AnnJebaratnam', '5', 'I like the cover. It’s well sewn and the zipper works. Thank you.'], ['cecilia', '5', 'The sarong arrived so quickly. I ordered in 2/17 and received it in California on 2/22. The quality is great but the colors are not as bright as the picture. It is still so beautiful. I will be ordering again!'], ['Cheryll', '5', 'These look great covering an ugly window in my screen room.  Super fast shipping and great color.']]"
IndianOutlawBoutique,Chelsey Reynolds,"Texas, United States","Western Digital Download
                                ",4.7027,21318,"['Bucking Bronco Clipart', 'Rodeo PNG', 'Western PNG', 'Vintage Western PNG', 'Southern Designs', 'Design Elements', ""Valentine's"", 'Indian PNG', 'Car Coaster Designs', 'License Guarantee', 'Graphic Tee Designs', 'Cactus', 'FACEBOOK GROUP']","[['courtneyelanham', '4', 'Great file and for what I needed it for!'], ['keasha', '5', 'Love it! Turned out great!'], ['Alyssa', '5', 'no issues! good design quality!'], ['Tracy', '5', 'I love it download was super easy'], ['Jill', '5', 'I love this one! The colors are perfect!'], ['Chantel', '5', 'Looking forward to using these for my business!'], ['latina66', '5', 'Great quality. Vibrant colors. Met my expectations.'], ['Natalie', '5', 'Great image quality!!'], ['MISTY', '5', 'excellent quality, great transaction A+!!!'], ['Julie', '5', 'This is a beautiful design']]"
IndianOutlawCo,Chelsey,N/A,"Bleached Graphic T-Shirts -ALL SHIRTS ARE MADE TO ORDER
                                ",4.5394,12158,"[""Graphic T's"", 'Graphic Ts', 'TANKS', 'Western T-Shirts', 'Kids Boutique Clothes']","[['Kellie', '5', 'Nice shirt. It was shorter than I excepted, but still a nice shirt ❤️'], ['Heidi', '5', 'this shirt is super Cool and looks vintage and real soft you should totally buy this shirt'], ['Brenna', '5', 'Soft material, comfy fit. Got some compliments on it on the streets of Nashville! The shop owner was able to work with me on shipping in time for my trip.'], ['Lesley', '5', 'Great quality and looks just like the one in the description.'], ['Terri', '5', 'GREAT shirt- very soft and fits perfect!'], ['Jules', '4', 'I do like the shirt. While I understand the delay was not the sellers fault and out of her control, I wish there was more clear communication throughout instead of having to reach out for updates.'], ['Caitlyn', '5', 'Great quality! The seller was very fast to answer questions i had. I highly recommend'], ['Allene', '5', 'Love it'], ['Lora', '5', 'It’s worth the wait.  Shirt is so cute.  It took 1 month from order to delivery.'], ['Hanna', '1', 'Sizing is way off as well as the print color. Shirt is super see through. Packaging was super torn up as well.']]"
IndianOutlawWB,Chelsey,N/A,"Bleached Out Graphic T-Shirts - Made to Order 
                                ",4.6638,2767,"['Band T-Shirts', 'Western Graphic TShirts', 'Boho Graphic T-shirt', 'Tanks', 'Graphic T-Shirts', 'Kids Boutique Clothes']","[['Magan', '5', 'Great quality and material! Seller answered all of my questions. I absolutely Love it!'], ['Michelle', '5', 'I love Journey and this shirt is absolutely perfect!!'], ['girlbythesea1', '4', 'Pleased with the t-shirt. It was a bit darker than the image online. I liked the more faded look, but I’m overall satisfied with the quality and fit.'], ['Laura', '5', 'The shirt looks exactly as it shows on the page. The neckline seems tighter than most of my tees this brand. My shirt didn’t make it by the time it was supposed to so I didn’t have it for my event but the seller did reach out to me explaining why so hopefully that was just a one time shipping issue'], ['Nikki', '4', 'Love this shirt,  one of my favorites.'], ['Kiana Aude', '4', 'Ordered my shirt in teal but didn’t get it in that color due to low amount of that shirt color due to Covid so they gave it to me in gray. I love the shirt just wish it was on the teal.'], ['April', '1', 'As soon as I ordered the item I contacted the seller stating that my address was wrong in the Etsy app. The seller contacted me and said they would update… I see that it was still delivered last week to the incorrect address!'], ['Sign in with Apple user', '4', 'N/A'], ['Jennifer', '5', 'N/A'], ['Emily', '5', 'N/A']]"
indianpaintbrush,Marilyn  Wilber,"Oregon, United States","Desert Flower Creations
                                ",0,0,[],[]
IndianPaintbrushDsns,Sarah Pardee,"Montana, United States","Organic, minimalist jewelry made in Livingston, MT
                                ",0,0,[],[]
IndianPaintLLC,Daphne Horne,N/A,"Hand crafted items.
                                ",0,0,[],[]
IndianPaisleyCo,Nargish,"Ahmedabad, Gujarat","Heritage Indian Textiles in Contemporary Products
                                ",0,0,[],[]
IndianPanitbrush,Nakita Castilleja,"Washington, United States","Indian Paintbrush
                                ",0,0,[],[]
Indianpantry,tania,N/A,"Indianpantry 
                                ",0,0,[],[]
INDIANPARIVAAR,INDIANPARIVAAR,"Surat, Gujarat","Your Customized Design Store For Bride
                                ",4,734,"['L E H E N G A  C H O L I', 'S A R E E / S A R I', 'G O W N /A N A R K A L I', 'S A L W A R  K A M E E Z', 'JUMPSUITS']","[['priyankajoshi102', '5', 'Good quality, stitching perfect to size! Delivery on time! Thank you!'], ['Lital', '5', 'So obsessed! Ordered for my friends wedding and it arrived quickly + fits perfectly! I cannot wait to wear it to her wedding. Love how it is custom sized!'], ['Methely', '5', 'These Gowns are wonderful! I have ordered 2 gowns and I am so pleased with both of them. The first one was for my daughter and we loved how nice it was so I will order one for my oldest sister. The material gotten softer good quality and the color is same . The price is amazing for the quality of the gowns! I would definitely recommend!👍'], ['Sign in with Apple user', '5', 'Received my package and good quality'], ['Aileen', '5', 'Anarkali fit well! Everyone commented how nice it was.'], ['Sharon', '5', 'Lovely outfit. The top needed slight alteration but is good quality. Customer service was good with quick replies'], ['bindu', '5', 'The dress is perfect but since its pleat it looks half inch shorter ( my mistake)\nThe reason one star less is there could have been more buttons for waist belt for langa . \nIt fits so tight now and the zip is not working well. \nAlso no lining for sleeves and its poky.\nOther than that the dress is same as pictures'], ['Halimah Muhammad', '5', 'truly beautiful! i love it!'], ['Simz', '3', 'The quality seemed good. However, the design of the actual outfit was different than what i ordered. The pants are a completely different style than pictured, which changes the look of the entire outfit. I was not very impressed. I gave my measurements, and the blouse was small, and the pants were poofy and wide. The blouse is also completely different than pictured. The one I recieved is some yellow floral design and does not match with the design on the pants and dupatta.'], ['Ankita', '5', 'Shipped on time. Received lots of compliments on dress. Good quality.']]"
IndianPeaksArts,Dan Adams,"Colorado, United States","Indian Peaks Arts
                                ",5,222,[],"[['Chris', '5', 'High quality piece and great service.'], ['othellogoodwin', '5', ""As always, the fantastic craftsmanship and quality have exceed expectations. This is my third IndianPeaksArts piece and won't be the last.""], ['jimtillery3', '5', 'Awesome communication l, speed of shipping and top notch product.  Thank you.'], ['krickert', '5', 'Great quality. Very pleased with my purchase.'], ['Victoria', '5', 'It’s really beautiful, sending it as a gift.'], ['Doka', '5', 'Purchased as a graduation gift and the recipient loved it!'], ['N/A', '5', 'The ornaments are just as I expected, based on the photos. And, they arrived very very quickly! Thanks, Dan!  Keep up the great work.'], ['Hildie', '5', 'This was shipped quickly and nice communication from the seller!  Thank you - I love it!'], ['stackmansion', '5', 'Coolest, most well made ornament ever!'], ['Catherine', '5', 'Love this!  Such great quality and attention to detail.']]"
IndianPehnaava,Pushkar,"Delhi, India","Be Indian - Wear Indian
                                ",0,0,[],[]
INDIANPITARA,Karan,N/A,"Finest Handmade Indian Home Decor and Collectibles
                                ",4.9481,2622,"['Wood Printing Blocks', 'Photo Frames', 'Collectables', 'Bone/MOP Trays / Boxes', 'Litho Prints / Paintings', 'Brass Figures', 'Table Coasters', 'Wooden Figures', 'Hand Painted Items']","[['ttakerougp01', '5', 'This seller is great, fast safe shipping and good finds.'], ['ttakerougp01', '5', 'This seller is great, fast safe shipping and good finds.'], ['Fatima', '5', 'These beautiful batik wood blocks are exactly as depicted. fast delivery, and good customer service.'], ['Patricia Sanmartín', '5', 'Fabulous mirror, I love it!\nPerfectly packed and arrived even sooner than expected. Great product and seller, thanks!'], ['Tessa', '5', 'Love it! And shipping was fast! Thank you'], ['Vivienne', '5', 'This hand painted domed wooden box is beautiful! It sits on my dresser holding my makeup so the room looks neat and I can find my daily cosmetics quickly. It was extremely well packed and it arrived quickly. I love this beautiful box. Thank you!'], ['ttakerougp01', '5', 'This seller is great, fast safe shipping and good finds.'], ['ttakerougp01', '5', 'This seller is great, fast safe shipping and good finds.'], ['Hali', '5', 'This mirror is beautiful and so unique.  It does match the online description, and I am very pleased with it.  I love how it looks on the wall next to other unusual mirrors.'], ['Dana', '5', 'Beautiful! Just as pictured and came very quickly']]"
IndianPointKnives,Colt Jackson,"Colorado, United States","Antler handled Knives with custom Leather Sheaths
                                ",5,20,[],"[['Chuck McQueen', '5', 'Indian point makes a great knife and the sheath really sells the old west look. This is my 2nd and I couldn’t be more satisfied.'], ['Beth', '5', 'This was perfect for my husband for Christmas. He specifically asked for an elk antler business card holder and was expecting a mini resin mold, but I found this gem instead and was so excited to give it to him. I was even more excited to see that it shipped locally from Colorado (hopefully from a Colorado elk)! It was sealed great to last and sits on his desk perfectly. I’m very satisfied and would recommend.'], ['Arika', '5', 'Absolutely love my bracelet!! Being from Colorado and living in Texas I love that I can wear a piece of Colorado everyday.'], ['Wyatt Crowley', '5', 'Very pleased on esthetics alone so far. Unique and quirky with solid attention to detail. I’m sure it will treat me well in the field. Highly recommend.'], ['Jess', '5', 'Wonderful customer service!  Knife just what I was hoping it would be.  Very beautiful and can’t wait to try to try it out next hunting season.  Thanks Colt for everything!  I’ll be placing an order soon for my kids!'], ['Keilee', '5', 'Thank you so much! Such a beautifully detailed knife and holder it’s the perfect gift! You do amazing work and holy smokes on the same day shipping that is very much appreciated!'], ['Brittany', '5', 'N/A']]"
IndianPoppy,Indian Poppy,"Jaipur, Rajasthan","Meticulously curated Indian pieces, vintage and unique
                                ",4.75,86,"['Vintage embroidery', 'Entryway', 'Hand glazed pottery', 'Cushions', 'Vintage handcrafts', 'Vintage textiles', 'Table linen', 'Block print fabrics', 'Bedding']","[['Tricia', '4', ""I waited until I'd washed the tablecloth and napkins to post my review.  They came out nicely; you could iron if you're a perfectionist but not necessary.  They had no odor from vegetable dye that I've noticed on other block print fabric. The color didn't fade. I recently bought another tablecloth from Jaipur that was 72x108 inches.  This one is 71x106.  The extra 2 inches in length is a better fit for my table. But, overall, I'm very happy with the purchase and the service.""], ['Nancy', '5', 'Elegant design, well made with bias tape hem, well packed, arrived quickly.  Thank you!'], ['Micaela', '5', 'Lovely tablecloth'], ['mary', '5', 'very pretty!  arrived safely!'], ['mel', '5', 'Wonderful tablecloth, just like photo. Washes without dye transfer. I use without ironing. Wonderful seller who got this to me despite travel restrictions in India. Good communicator. High praise for this seller.'], ['Sonia', '5', 'Beautiful tablecloth and excellent service!  Thank you.'], ['min', '5', 'This shop was very kind to me.  The quilt is also very nice！\u3000Thank you so much!!'], ['Kristina', '5', 'Ava is a lovely person, due to COVID and shipment restrictions it took a while until the package arrived, but she was aware and very helpful, updated and informed me. The item is AMAZING, the colors are so bright and the fabric is nice. Thank you so much!'], ['Elizabeth P', '5', 'a lovely set.  Very fast shipping and exactly as described.'], ['Elizabeth', '5', 'Beautiful tablecloth. Delivery was quick and the seller, polite!']]"
Indianprincess86,Sarah,"Michigan, United States","TattooedTree
                                ",0,0,[],[]
IndianPrincessDesign,Amanda Mascorro,N/A,"Headbands for all ages and occasions!
                                ",0,0,[],[]
IndianPrincessShop04,Sarah,N/A,"Hand made items, hand painted home decor.
                                ",0,0,[],[]
IndianProject,Indian Project,"Paris, France","Indian Project - https://www.indian-project.com - GOA
                                ",4.8571,189,"['Long Pants', 'Quarter Pants', 'Short Pants', 'Jackets']","[['Geraldine', '5', 'Very good, won’t be my last purchase. Excellent quality, amazing design !'], ['love', '5', 'fast delivery.. \nI got the the wrong size but the seller was quick helpful ..so couple of days after I already got the new ones.'], ['Geraldine', '5', 'So in love with their quarter pants, I bought 2 and 1 shorts which runs a tad big, can be solved with a belt. I’m petite asian woman hips 33.5inches, and 158cm tall and the pants all look amazing on me! Got them all in XS men’s sizing. Goa spirit in every pair. Super cool, alternative, psychedelic!'], ['Geraldine', '5', 'If you are sitting on the fence, get it! I bought 2 pairs for first purchase and going on my 3rd. I’m petite woman asian size and the men xsmall fit sits nicely on my 33.5inch hips. Love love love the cool alternative designs t aren’t the easiest to find. Goa spirit in every pair!'], ['yuuichi', '5', 'Good design.  Good product. thank you.'], ['Ethan', '5', '10/10 great for spinning fire props🔥'], ['Ethan', '5', 'Great customer service and awesome shorts!'], ['Lars', '5', 'Great trousers. Awesome customer service. I ordered one size too small, so I had to return it. The whole process went flawlessly and the contact was very friendly.\nI highly recommend this shop!'], ['Christian', '5', 'One of the best trousers I’ve ever bought, love it so much! Great communication with the seller, they’ve run out of this collection so I’ve had to wait.. and for a little delay I’ve got an amazing T-shirt too as a gift from them!🙏❤️\nwill probably order again soon! Love and light 🪐'], ['Salwah', '5', 'It arrived quickly. The material & stitching are strong. The fit is fantastic! My husband looks great!']]"
IndianProjectUSA,Steve Mayer,"Utah, United States","Festival pants  for men.  Burning Man, flow, fire, punk
                                ",0,0,[],[]
